cellline,drug,ic50,tissue
ACH-000900,16720766,-1.11232,LUAD
ACH-000056,10302451,0.53536,DLBC
ACH-000849,24785538,0.249256,BRCA
ACH-000411,46931012,4.15444,KIRC
ACH-000585,11404337,-0.215278,LUSC
ACH-000647,46943432,6.177244,ESCA
ACH-000292,66577006,5.101098,SCLC
ACH-000227,11647372,3.481771,NB
ACH-000656,10113978,0.237683,DLBC
ACH-000794,44551660,5.317144,HNSC
ACH-000157,24825971,2.257216,DLBC
ACH-000294,44462760,1.532478,LAML
ACH-000950,5394,5.970163,COAD/READ
ACH-000611,10113978,1.567303,DLBC
ACH-000486,6450816,0.500259,BLCA
ACH-000562,9910224,5.868389,LUAD
ACH-000875,9874913,5.500055,LUAD
ACH-000464,76044,5.158696,GBM
ACH-000816,25124816,2.360986,SCLC
ACH-000104,82146,1.808219,ALL
ACH-000849,11485656,2.485584,BRCA
ACH-000654,25257557,2.341904,DLBC
ACH-000433,53394750,5.58404,KIRC
ACH-000596,24889392,2.49255,NA
ACH-000218,25257557,4.849894,LAML
ACH-000860,25167777,-4.295045,LUAD
ACH-001075,10451420,4.111024,NA
ACH-000019,11707110,2.407108,BRCA
ACH-000956,9810884,4.999288,PRAD
ACH-000038,46224516,2.905158,CLL
ACH-000823,46943432,5.84449,ESCA
ACH-000183,6445533,-3.95366,MM
ACH-000882,46843772,2.243071,SKCM
ACH-000792,44632017,0.734463,KIRC
ACH-000491,42642645,-1.403585,COAD/READ
ACH-000235,11640390,1.980508,PAAD
ACH-000355,8249,6.590737,SCLC
ACH-000938,25195352,1.700045,ALL
ACH-000551,46943432,2.384061,LCML
ACH-000704,704473,4.997354,OV
ACH-000136,76044,2.411816,NB
ACH-000900,44819241,0.562819,LUAD
ACH-000440,10390396,1.705133,DLBC
ACH-000403,66577006,5.740285,COAD/READ
ACH-000987,9903786,5.928775,SKCM
ACH-000467,11404337,-0.469267,COAD/READ
ACH-000716,24889392,2.802803,THCA
ACH-000232,11338033,-0.687414,GBM
ACH-000449,9858940,3.159223,SARC
ACH-000970,57339144,2.845794,COAD/READ
ACH-000019,9863776,1.186466,BRCA
ACH-000811,11625818,4.177576,OV
ACH-000291,6445562,3.807644,OV
ACH-000198,9910224,5.015441,LAML
ACH-000860,53394750,2.961888,LUAD
ACH-000091,11282283,5.428073,OV
ACH-000738,5280757,-1.984631,GBM
ACH-000775,9868037,5.556515,NA
ACH-000743,9874913,5.365237,SCLC
ACH-000295,9910224,5.077952,LCML
ACH-000287,54685215,-0.697406,DLBC
ACH-000755,11647372,0.257801,BRCA
ACH-000204,25167777,-5.101983,MM
ACH-000222,24951314,1.668064,PAAD
ACH-000703,6914657,-3.350153,SCLC
ACH-000099,9910224,5.189023,NB
ACH-000423,11617559,5.825422,SKCM
ACH-000638,446378,-4.788915,LUAD
ACH-000178,82146,4.338319,PAAD
ACH-000628,3463933,2.206451,LUAD
ACH-000886,4263900,2.896658,LUAD
ACH-000859,9956222,3.872348,BRCA
ACH-000968,54685215,-0.332964,SKCM
ACH-000917,44551660,4.209427,ESCA
ACH-000486,16747388,1.988801,BLCA
ACH-000098,4263900,3.044856,LGG
ACH-000938,56965967,-0.174926,ALL
ACH-000751,24894414,0.813996,LAML
ACH-000980,44462760,4.256686,NA
ACH-000099,446378,-3.287485,NB
ACH-000159,42640,5.029051,KIRC
ACH-000018,24756910,0.202138,BLCA
ACH-000775,6445562,0.547346,NA
ACH-000974,56965967,2.678844,UCEC
ACH-000099,53340664,1.192526,NB
ACH-000378,3385,3.040674,LUAD
ACH-000978,53394750,4.369565,UCEC
ACH-000103,42642645,0.24154,OV
ACH-000722,9863776,0.776617,COAD/READ
ACH-000824,42642645,0.480262,ESCA
ACH-000438,78243717,4.748912,NA
ACH-000117,446378,-5.887143,BRCA
ACH-000443,46931012,3.154953,OV
ACH-000896,11634725,3.782977,BLCA
ACH-000476,11493598,3.892964,LIHC
ACH-000869,25257557,5.521821,LUAD
ACH-000716,56962337,2.059286,THCA
ACH-000260,5280757,-3.508851,NB
ACH-000196,11625818,3.640766,BRCA
ACH-000875,46191454,3.093221,LUAD
ACH-000137,71271629,1.203778,GBM
ACH-000950,9874913,5.006069,COAD/READ
ACH-000290,8249,10.478333,SCLC
ACH-000752,9952773,5.950326,SCLC
ACH-000347,44551660,4.483012,PAAD
ACH-000238,42640,4.295316,HNSC
ACH-000694,5291,3.474002,ESCA
ACH-000754,9858940,4.142186,NA
ACH-000270,46885626,0.658049,PAAD
ACH-000420,44551660,2.049962,LIHC
ACH-000567,16760646,-0.091829,DLBC
ACH-000362,5384616,-3.376438,LAML
ACH-000703,11634725,4.24319,SCLC
ACH-000662,82146,2.619488,NA
ACH-000098,6445562,1.328263,LGG
ACH-000580,8249,8.118754,SKCM
ACH-000322,11282283,3.588057,SKCM
ACH-000866,46224516,4.341269,SCLC
ACH-000114,78243717,4.330358,PAAD
ACH-000356,54676905,5.421574,STAD
ACH-000221,53394750,3.566877,LIHC
ACH-000277,24772860,1.077859,BRCA
ACH-000102,5460769,0.379796,GBM
ACH-000750,6445533,-4.558385,SKCM
ACH-000137,46224516,1.90151,GBM
ACH-000060,44551660,2.255199,PAAD
ACH-000587,3385,2.653327,LUAD
ACH-000667,24772860,-2.761028,LUAD
ACH-000636,10113978,3.518888,ALL
ACH-000536,25195352,5.571159,BRCA
ACH-000197,3062316,2.715016,ALL
ACH-000222,9903786,3.775544,PAAD
ACH-000040,46943432,5.123716,GBM
ACH-000463,6445562,3.873724,NA
ACH-000637,9952773,6.389789,ESCA
ACH-000371,8249,6.096099,DLBC
ACH-000535,2375,2.835479,PAAD
ACH-000231,25195352,5.223839,LGG
ACH-000452,85668777,6.814171,ESCA
ACH-000439,82146,3.969211,LAML
ACH-000776,9874913,5.048574,MB
ACH-000515,6445533,-3.63138,SCLC
ACH-000800,10027278,3.322335,SCLC
ACH-000074,11707110,-5.545333,LCML
ACH-000611,24756910,-3.01534,DLBC
ACH-000174,66577006,5.18947,THCA
ACH-000197,9952773,3.801062,ALL
ACH-000981,85668777,6.224739,ALL
ACH-000171,9911830,0.981739,KIRC
ACH-000958,6918848,-0.519778,COAD/READ
ACH-000452,16038120,-0.728779,ESCA
ACH-000882,10390396,1.845782,SKCM
ACH-000149,49806720,1.921935,NB
ACH-000024,25195352,2.017262,MM
ACH-000547,46843772,2.850297,BLCA
ACH-000863,9884685,1.688599,GBM
ACH-000654,11754511,4.820161,DLBC
ACH-000857,10096043,-4.746621,BRCA
ACH-000305,24951314,5.197998,ESCA
ACH-000257,60750,-2.923429,SCLC
ACH-000227,11754511,4.705794,NB
ACH-000814,9910224,5.895676,SKCM
ACH-000625,4263900,1.211148,LIHC
ACH-000055,11282283,4.75294,MB
ACH-000654,8249,5.380271,DLBC
ACH-000810,4263900,2.003882,SKCM
ACH-000849,78243717,4.003887,BRCA
ACH-000254,24825971,3.842354,HNSC
ACH-000973,5394,5.469274,BLCA
ACH-000361,6918638,1.122624,LIHC
ACH-000786,11626560,1.742628,DLBC
ACH-000784,11493598,5.664774,ESCA
ACH-000835,9863776,-0.476379,SARC
ACH-000363,46931012,3.513225,MM
ACH-000309,9874913,4.96717,LUAD
ACH-000447,42642645,-0.119752,LUAD
ACH-000750,20635522,3.065507,SKCM
ACH-000566,3218,2.587555,BLCA
ACH-000667,49806720,3.688738,LUAD
ACH-000596,49806720,4.121781,NA
ACH-000720,521106,3.930855,BLCA
ACH-000680,54685215,1.400029,COAD/READ
ACH-000198,6450816,-3.042977,LAML
ACH-000874,10096043,-4.169062,ALL
ACH-000135,9910224,6.20308,SKCM
ACH-000613,637858,0.32963,SARC
ACH-000881,46191454,2.400522,SKCM
ACH-000200,44632017,0.403207,LGG
ACH-000242,60750,1.890825,BLCA
ACH-000410,16722836,4.949526,SARC
ACH-000386,36314,-0.049413,LAML
ACH-000694,11626560,3.451371,ESCA
ACH-000815,44819241,4.004289,NA
ACH-000551,16663089,1.00549,LCML
ACH-000562,46224516,2.217746,LUAD
ACH-000794,9967941,5.934581,HNSC
ACH-000117,10451420,4.861728,BRCA
ACH-000267,9952773,3.534471,NA
ACH-000090,11485656,2.902895,PRAD
ACH-000463,25195352,3.365781,NA
ACH-000223,2375,5.269558,BRCA
ACH-000228,4263900,4.467674,HNSC
ACH-000087,11626560,2.035298,SARC
ACH-000078,9956222,2.115686,NB
ACH-000124,16760646,-0.028223,DLBC
ACH-000903,54685215,0.563835,THCA
ACH-000421,46224516,5.314439,COAD/READ
ACH-000955,46191454,2.132702,COAD/READ
ACH-000414,6450816,-3.821747,LUAD
ACH-000625,24772860,-1.921908,LIHC
ACH-000579,25124816,2.589523,SKCM
ACH-000525,16760646,0.925455,SCLC
ACH-000665,9911830,0.598092,LUSC
ACH-000832,11178236,-4.156061,HNSC
ACH-000318,16760646,0.072358,ESCA
ACH-000768,2375,4.801066,BRCA
ACH-000352,2375,3.053677,BRCA
ACH-000664,9826308,-2.4206,NA
ACH-000470,4263900,6.004442,COAD/READ
ACH-000484,3218,1.849345,KIRC
ACH-000038,44632017,5.69622,CLL
ACH-000121,6918638,1.345563,LUAD
ACH-000562,24756910,-1.658993,LUAD
ACH-000603,24756910,0.185106,UNABLE TO CLASSIFY
ACH-000663,5460769,1.028935,OV
ACH-000136,5113032,5.096377,NB
ACH-000389,176167,2.320451,LGG
ACH-000953,6753378,0.066916,ALL
ACH-000250,25126798,4.520317,KIRC
ACH-000277,71271629,3.709166,BRCA
ACH-000381,6445533,-3.491081,COAD/READ
ACH-000061,10172943,-1.356318,ALL
ACH-000137,6914657,-6.317498,GBM
ACH-000654,56965967,2.652366,DLBC
ACH-000914,25195352,3.817346,DLBC
ACH-000874,11754511,-2.196198,ALL
ACH-000857,16720766,0.47885,BRCA
ACH-000421,11634725,1.213476,COAD/READ
ACH-000463,24894414,3.996781,NA
ACH-000060,53394750,4.455186,PAAD
ACH-000776,3062316,-0.910509,MB
ACH-001190,521106,6.243223,SKCM
ACH-000847,11707110,1.567975,STAD
ACH-000733,10302451,3.280356,LUAD
ACH-000433,10390396,2.924485,KIRC
ACH-000562,446378,-2.345287,LUAD
ACH-000420,46224516,2.554207,LIHC
ACH-000463,82146,4.153898,NA
ACH-000349,25126798,1.906625,BRCA
ACH-000410,44462760,5.747397,SARC
ACH-000805,11485656,2.806466,SKCM
ACH-000103,25124816,3.014533,OV
ACH-000062,53394750,5.71527,LUAD
ACH-000099,25126798,4.164258,NB
ACH-000536,5394,6.411094,BRCA
ACH-000142,10113978,4.827081,BLCA
ACH-000341,11282283,4.767238,NB
ACH-000788,44819241,-2.92734,SKCM
ACH-000111,82146,3.49998,BRCA
ACH-000843,9874913,3.372885,LUSC
ACH-000644,16663089,4.884508,SKCM
ACH-000855,2375,2.619741,ESCA
ACH-000254,11707110,-3.71577,HNSC
ACH-000176,3218,2.965238,LUSC
ACH-000018,42640,4.865492,BLCA
ACH-000878,49806720,3.615609,LUSC
ACH-000401,8249,7.233081,SKCM
ACH-000394,11338033,1.449119,SCLC
ACH-000986,25124816,2.545111,COAD/READ
ACH-000111,42640,3.586199,BRCA
ACH-000250,9810884,4.892143,KIRC
ACH-000102,31703,-0.564945,GBM
ACH-000786,46885626,0.172007,DLBC
ACH-000745,6445562,0.136779,MM
ACH-000838,10109823,1.499159,MM
ACH-000587,44224160,1.750554,LUAD
ACH-000953,5460769,3.195078,ALL
ACH-000161,9952773,3.550639,LUAD
ACH-000394,82146,4.930096,SCLC
ACH-000767,6753378,2.341206,SCLC
ACH-000643,2733526,4.427092,BRCA
ACH-000589,3218,1.860932,LUAD
ACH-000973,56965967,3.73538,BLCA
ACH-000648,16722836,3.111799,MESO
ACH-000301,11493598,2.583042,LCML
ACH-000866,3385,3.260743,SCLC
ACH-000236,24785538,1.635285,COAD/READ
ACH-000356,447912,5.363769,STAD
ACH-000247,24951314,5.676162,STAD
ACH-000999,16747388,3.083635,COAD/READ
ACH-000936,25195352,3.055449,OV
ACH-000221,9863776,0.7384,LIHC
ACH-000910,159324,3.655749,BRCA
ACH-000951,2375,2.816577,LUAD
ACH-000148,2733526,4.403334,BRCA
ACH-000292,2726824,3.561172,SCLC
ACH-000766,176167,0.339609,LUAD
ACH-000860,82146,4.615594,LUAD
ACH-000359,46943432,5.718321,SARC
ACH-000900,10074640,3.156534,LUAD
ACH-000383,10109823,1.706209,ESCA
ACH-000636,11373846,1.687352,ALL
ACH-000610,446378,-0.871357,SCLC
ACH-000190,16720766,-1.825303,NA
ACH-000703,16720766,2.399236,SCLC
ACH-000465,9858940,3.487469,SKCM
ACH-000860,60750,-3.990317,LUAD
ACH-000559,46931012,5.116786,SCLC
ACH-000702,16720766,0.222913,NA
ACH-000822,9858940,5.309062,SKCM
ACH-000330,5280757,-4.420801,BRCA
ACH-000483,446378,-5.747211,LIHC
ACH-000211,11485656,1.872063,MB
ACH-000350,6918638,1.768457,COAD/READ
ACH-000508,24894414,4.934301,SCLC
ACH-000144,31703,-2.100024,STAD
ACH-000986,44143370,4.892911,COAD/READ
ACH-000505,53340664,2.858418,SARC
ACH-000347,11373846,5.488737,PAAD
ACH-000187,11625818,3.895457,SCLC
ACH-000650,5460769,2.252971,SKCM
ACH-000437,9863776,1.768914,GBM
ACH-000171,46191454,3.338668,KIRC
ACH-000019,44632017,1.500259,BRCA
ACH-000048,25126798,3.367229,OV
ACH-000719,44224160,-1.374629,OV
ACH-000609,6450816,-1.721642,GBM
ACH-000364,11625818,5.098009,SARC
ACH-000006,78243717,4.638194,LAML
ACH-000938,16725726,-1.951005,ALL
ACH-000515,49821040,4.956182,SCLC
ACH-000301,24825971,2.103891,LCML
ACH-000743,56962337,2.467221,SCLC
ACH-000330,10027278,1.841552,BRCA
ACH-000574,24772860,1.772763,OV
ACH-000562,42640,2.468071,LUAD
ACH-000966,16720766,2.166003,OV
ACH-000343,85668777,7.143024,LUAD
ACH-000748,11844351,3.66749,SARC
ACH-000508,159324,2.857276,SCLC
ACH-000812,44143370,5.135677,SKCM
ACH-000953,16720766,0.097261,ALL
ACH-000743,78243717,5.256061,SCLC
ACH-000004,25102847,2.61547,LAML
ACH-000655,44551660,3.145421,GBM
ACH-000366,44551660,3.813099,NB
ACH-000004,85668777,5.389774,LAML
ACH-000335,25257557,4.766314,MESO
ACH-000754,10027278,2.034897,NA
ACH-000841,46885626,0.869713,LUAD
ACH-000449,11617559,5.151417,SARC
ACH-000113,11617559,4.204381,LAML
ACH-000376,54685215,-2.515918,GBM
ACH-000151,16720766,-0.669804,DLBC
ACH-000400,5394,3.752676,COAD/READ
ACH-000488,54676905,4.401318,ESCA
ACH-000903,3385,6.454976,THCA
ACH-000756,24772860,-3.007535,LGG
ACH-000905,2733526,3.249383,BLCA
ACH-000864,10390396,3.862195,UCEC
ACH-000648,31703,0.704402,MESO
ACH-000334,3385,3.194482,DLBC
ACH-000482,3218,2.131466,LUAD
ACH-000210,24951314,-0.789421,SARC
ACH-000231,25124816,3.211194,LGG
ACH-000287,644215,-2.945834,DLBC
ACH-000717,60750,-2.993579,ESCA
ACH-000327,20635522,4.583398,LUAD
ACH-000976,11404337,-2.198894,NA
ACH-000917,44143370,5.121259,ESCA
ACH-000384,704473,5.205704,BLCA
ACH-000748,71271629,2.019472,SARC
ACH-000596,31703,-4.518852,NA
ACH-000171,10451420,5.277182,KIRC
ACH-000447,78243717,4.801227,LUAD
ACH-000729,5280757,-3.069339,SCLC
ACH-000532,5289247,-0.027129,COAD/READ
ACH-000555,53394750,6.557875,KIRC
ACH-000802,6445562,1.99618,BLCA
ACH-000956,25124816,3.064039,PRAD
ACH-000376,10390396,2.783135,GBM
ACH-000880,3218,2.20146,STAD
ACH-000861,76044,1.358959,LUAD
ACH-000997,5394,6.039307,COAD/READ
ACH-000527,42642645,0.209943,OV
ACH-000212,24951314,0.331327,BRCA
ACH-000704,42640,3.520535,OV
ACH-000303,44632017,2.664584,STAD
ACH-000075,11493598,5.568565,GBM
ACH-000647,5113032,5.884718,ESCA
ACH-000806,10109823,2.058303,NA
ACH-000381,10109823,0.927073,COAD/READ
ACH-000483,176167,1.930066,LIHC
ACH-000115,521106,3.038673,PRAD
ACH-000814,11640390,3.860908,SKCM
ACH-000137,2375,3.987449,GBM
ACH-000953,5494449,3.108496,ALL
ACH-000065,3218,4.829207,LAML
ACH-000790,9863776,1.565916,SCLC
ACH-000816,24772860,3.227835,SCLC
ACH-000103,10027278,5.656516,OV
ACH-000938,6450816,-4.751856,ALL
ACH-000866,10451420,3.366724,SCLC
ACH-000804,2726824,4.326962,NB
ACH-000248,10074640,3.271049,BRCA
ACH-000107,60750,1.149342,PAAD
ACH-000309,24785538,-1.735853,LUAD
ACH-000720,447912,4.734889,BLCA
ACH-000932,637858,1.948486,STAD
ACH-000937,10302451,1.086491,ALL
ACH-000826,2375,2.749103,UNABLE TO CLASSIFY
ACH-000689,78243717,4.640967,SARC
ACH-000677,637858,1.522922,LUAD
ACH-000555,42640,6.538495,KIRC
ACH-000311,24889392,2.332342,LUAD
ACH-000153,16725726,4.627564,MESO
ACH-000292,6753378,3.32687,SCLC
ACH-000656,25102847,1.580013,DLBC
ACH-000212,24772860,-1.367035,BRCA
ACH-000065,46191454,-0.310111,LAML
ACH-000094,10074640,4.393822,PAAD
ACH-000910,11707110,0.742648,BRCA
ACH-000257,9858940,3.623,SCLC
ACH-000841,9863776,1.56203,LUAD
ACH-001106,25126798,3.699306,ALL
ACH-000965,11493598,5.578913,UCEC
ACH-000334,16760646,0.197394,DLBC
ACH-000235,9884685,1.257717,PAAD
ACH-000450,10390396,2.79546,SKCM
ACH-000061,49836027,-2.120565,ALL
ACH-000536,6914657,1.751525,BRCA
ACH-000574,6450816,-1.243645,OV
ACH-000438,85668777,7.16114,NA
ACH-000411,159324,1.017588,KIRC
ACH-000188,53340664,1.694686,HNSC
ACH-000249,46943432,4.940702,COAD/READ
ACH-000867,11485656,2.971874,UNABLE TO CLASSIFY
ACH-000228,5280757,-3.158346,HNSC
ACH-000547,42640,3.099956,BLCA
ACH-000186,9952773,5.684533,UNABLE TO CLASSIFY
ACH-000652,11634725,-0.448801,PAAD
ACH-000903,25124816,1.881008,THCA
ACH-000440,16038120,2.50418,DLBC
ACH-000951,3385,5.73313,LUAD
ACH-000365,46224516,0.588969,DLBC
ACH-000547,25102847,3.835334,BLCA
ACH-000287,24756910,-3.497856,DLBC
ACH-000250,10027278,1.751495,KIRC
ACH-000969,11485656,2.063094,COAD/READ
ACH-000976,11754511,2.945221,NA
ACH-000050,10390396,-0.979281,MM
ACH-000488,176167,3.866916,ESCA
ACH-000352,11625818,5.346825,BRCA
ACH-000456,25124816,2.016688,THCA
ACH-000355,5329102,1.997245,SCLC
ACH-000366,25126798,4.266899,NB
ACH-000267,9858940,4.253231,NA
ACH-000677,56965967,5.99728,LUAD
ACH-000048,46224516,2.602357,OV
ACH-000738,6753378,1.995666,GBM
ACH-000643,44143370,3.081676,BRCA
ACH-000866,42640,2.711488,SCLC
ACH-000349,5384616,-1.234744,BRCA
ACH-000664,176167,2.490367,NA
ACH-000356,2726824,3.259007,STAD
ACH-000235,637858,1.935719,PAAD
ACH-000565,2733526,4.648155,COAD/READ
ACH-000463,11373846,5.316138,NA
ACH-000464,42640,6.387008,GBM
ACH-000991,78243717,5.672046,COAD/READ
ACH-000322,9910224,5.727556,SKCM
ACH-000684,11282283,5.097375,KIRC
ACH-000260,11338033,0.671734,NB
ACH-000787,11647372,0.562222,LUAD
ACH-000197,66577006,5.227492,ALL
ACH-000117,5460769,6.615603,BRCA
ACH-000323,44462760,4.386728,GBM
ACH-000914,49821040,3.363405,DLBC
ACH-000052,56962337,1.54159,SARC
ACH-000196,10451420,4.468377,BRCA
ACH-000463,2733526,3.89759,NA
ACH-000508,25102847,3.75936,SCLC
ACH-000207,25257557,4.84826,HNSC
ACH-000417,25195352,2.621867,PAAD
ACH-000139,3385,1.288048,PAAD
ACH-000627,176167,3.989489,NA
ACH-000536,24756910,0.252367,BRCA
ACH-000694,46885626,4.099573,ESCA
ACH-000332,25126798,4.919153,PAAD
ACH-000198,5394,2.887584,LAML
ACH-000345,16663089,0.367512,NB
ACH-000174,56965967,3.141442,THCA
ACH-000350,10109823,2.935168,COAD/READ
ACH-000112,9813758,0.51226,LAML
ACH-000423,46224516,1.13639,SKCM
ACH-000078,9549184,3.099494,NB
ACH-000200,5291,3.545809,LGG
ACH-000254,46224516,3.205958,HNSC
ACH-000327,448013,-1.934686,LUAD
ACH-000159,159324,2.084869,KIRC
ACH-000327,10200390,4.170893,LUAD
ACH-000381,3796,4.036418,COAD/READ
ACH-000346,10172943,0.644103,CLL
ACH-000830,5291,0.232983,SCLC
ACH-000981,42640,3.811029,ALL
ACH-000365,57339144,1.243129,DLBC
ACH-000363,10302451,3.53845,MM
ACH-000945,60750,-1.620676,LUAD
ACH-000118,71271629,1.804984,PAAD
ACH-000585,521106,3.482989,LUSC
ACH-000720,25124816,3.015869,BLCA
ACH-000754,71271629,2.910762,NA
ACH-000983,6918848,-2.123317,LCML
ACH-000910,5394,6.170542,BRCA
ACH-000106,9549184,2.359488,CLL
ACH-000587,5289247,4.040053,LUAD
ACH-000616,24756910,-1.31566,STAD
ACH-000264,4263900,3.699031,LUAD
ACH-000680,11634725,1.250424,COAD/READ
ACH-000920,57339144,1.214656,LCML
ACH-000168,10096043,-3.0985,LAML
ACH-000433,44819241,2.269975,KIRC
ACH-000814,11485656,3.009827,SKCM
ACH-000947,11647372,0.935457,OV
ACH-000320,20635522,0.965947,PAAD
ACH-000092,9911830,0.971521,MESO
ACH-000353,53340664,1.51624,ESCA
ACH-000871,11640390,2.955948,SCLC
ACH-000178,6445533,-1.857131,PAAD
ACH-000171,9810884,2.891165,KIRC
ACH-000752,5746,1.220498,SCLC
ACH-000073,10113978,3.625303,DLBC
ACH-000546,53340664,3.694925,HNSC
ACH-000226,9884685,-2.883623,NA
ACH-000689,2726824,3.213095,SARC
ACH-000665,16720766,1.000329,LUSC
ACH-000684,9911830,0.848617,KIRC
ACH-000567,24951314,-0.815822,DLBC
ACH-000979,521106,2.089942,PRAD
ACH-000714,57339144,1.528866,MM
ACH-000403,11282283,-0.089249,COAD/READ
ACH-000956,11754511,4.751429,PRAD
ACH-000437,9813758,4.873139,GBM
ACH-000663,9813758,3.445279,OV
ACH-000605,5311510,1.696078,ESCA
ACH-000380,3385,2.936596,MM
ACH-000410,11640390,-1.019458,SARC
ACH-000527,6918638,0.374889,OV
ACH-000574,42642645,-0.235272,OV
ACH-000304,46191454,1.476184,SKCM
ACH-000245,9910224,4.560663,DLBC
ACH-000102,9956222,3.992747,GBM
ACH-000254,9868037,4.617009,HNSC
ACH-000048,521106,2.836876,OV
ACH-000518,53394750,5.496982,HNSC
ACH-000677,11625818,5.499967,LUAD
ACH-000243,9967941,3.784913,PAAD
ACH-000187,25126798,3.45665,SCLC
ACH-000121,42642645,0.794085,LUAD
ACH-000534,31703,-2.247762,DLBC
ACH-000200,11844351,1.660283,LGG
ACH-000650,9956222,0.874735,SKCM
ACH-000380,49806720,3.491892,MM
ACH-000062,25257557,3.571121,LUAD
ACH-000969,25167777,-1.5891,COAD/READ
ACH-000619,10074640,5.298483,HNSC
ACH-000640,46224516,4.159153,SKCM
ACH-000643,6753378,1.096182,BRCA
ACH-000979,60750,-5.423767,PRAD
ACH-000464,54685215,1.055742,GBM
ACH-000401,11754511,2.638041,SKCM
ACH-000826,11707110,-1.409916,UNABLE TO CLASSIFY
ACH-000698,44224160,4.394102,SCLC
ACH-000776,56962337,1.943347,MB
ACH-000561,10074640,3.221483,ESCA
ACH-000042,6450816,-0.925988,PAAD
ACH-000374,25124816,2.586029,BRCA
ACH-000784,46885626,2.909742,ESCA
ACH-000271,6918848,-3.509254,DLBC
ACH-000052,6753378,3.165602,SARC
ACH-000425,10027278,5.110534,SKCM
ACH-000663,5289247,4.694715,OV
ACH-000116,9868037,5.538812,OV
ACH-000451,11625818,2.301136,LUAD
ACH-000465,10113978,4.470504,SKCM
ACH-000248,10451420,4.704209,BRCA
ACH-000326,2375,2.405079,LCML
ACH-000047,44224160,-1.438966,STAD
ACH-000879,9813758,3.860071,UCEC
ACH-000641,25257557,-1.118765,LAML
ACH-000869,9863776,1.816655,LUAD
ACH-000351,9863776,0.988767,STAD
ACH-000893,9884685,4.496451,LUAD
ACH-000421,42640,3.65898,COAD/READ
ACH-000664,24951314,1.08947,NA
ACH-000953,4263900,2.098227,ALL
ACH-000733,16038120,3.198255,LUAD
ACH-000859,9910224,6.066523,BRCA
ACH-000473,49806720,3.892062,BLCA
ACH-000356,31703,-3.016333,STAD
ACH-000548,25126798,4.204007,HNSC
ACH-000149,11617559,4.776978,NB
ACH-000650,11754511,4.419526,SKCM
ACH-000802,25124816,1.3946,BLCA
ACH-000169,16720766,0.405604,SARC
ACH-000346,25167777,-1.603111,CLL
ACH-000023,9967941,5.099441,PAAD
ACH-000751,24825971,3.00818,LAML
ACH-000449,44462760,2.786338,SARC
ACH-000885,54685215,0.157744,OV
ACH-000157,6445533,-4.267543,DLBC
ACH-000414,25257557,2.68984,LUAD
ACH-000105,36314,-5.36807,ALL
ACH-000699,9911830,0.494549,BRCA
ACH-000784,9910224,5.933586,ESCA
ACH-000679,44462760,4.531323,ESCA
ACH-000714,10390396,-0.164199,MM
ACH-000392,44819241,1.383859,LUAD
ACH-001306,78243717,5.29542,THCA
ACH-000425,637858,1.078622,SKCM
ACH-000065,9910224,5.132374,LAML
ACH-000955,11634725,0.589192,COAD/READ
ACH-000864,11364421,-2.503141,UCEC
ACH-000469,46885626,2.903035,GBM
ACH-000720,25022668,5.575027,BLCA
ACH-000991,11485656,2.970794,COAD/READ
ACH-000291,42642645,0.893845,OV
ACH-000657,54676905,4.103749,UNABLE TO CLASSIFY
ACH-000586,4263900,4.001126,SCLC
ACH-000400,66577006,5.228299,COAD/READ
ACH-000348,24756910,-1.263709,SKCM
ACH-000874,49821040,3.119777,ALL
ACH-000570,6914657,-3.135694,GBM
ACH-000346,9967941,4.050169,CLL
ACH-000304,10074640,2.090207,SKCM
ACH-000346,44224160,2.794695,CLL
ACH-000805,5394,5.51276,SKCM
ACH-000291,60750,-3.048275,OV
ACH-000287,56965967,0.215016,DLBC
ACH-000725,6914657,1.202029,BRCA
ACH-000200,11617559,5.756671,LGG
ACH-000004,60750,-5.246287,LAML
ACH-000639,46885626,0.019857,SCLC
ACH-000465,42642645,1.102989,SKCM
ACH-000480,5746,0.682828,LIHC
ACH-000414,11282283,2.955037,LUAD
ACH-000672,9813758,3.382667,NA
ACH-000401,46943432,3.925431,SKCM
ACH-000900,46224516,4.93822,LUAD
ACH-000047,5329102,4.769073,STAD
ACH-000616,53340664,3.148461,STAD
ACH-000155,6852167,5.279531,PAAD
ACH-000047,10096043,-3.675238,STAD
ACH-000501,11634725,3.019679,COAD/READ
ACH-000332,53394750,6.392966,PAAD
ACH-000616,5289247,4.810833,STAD
ACH-000470,11754511,6.392026,COAD/READ
ACH-000672,2733526,3.678781,NA
ACH-000392,25126798,4.992622,LUAD
ACH-000149,6852167,2.087817,NB
ACH-000699,176167,3.332364,BRCA
ACH-000527,11485656,3.057041,OV
ACH-000743,54676905,5.670178,SCLC
ACH-000719,11647372,-0.458333,OV
ACH-000403,6445533,-3.170644,COAD/READ
ACH-000939,6445533,-2.502202,SARC
ACH-000561,9868037,4.333259,ESCA
ACH-000745,24825971,2.541299,MM
ACH-000114,10074640,3.389077,PAAD
ACH-000374,9952773,5.537527,BRCA
ACH-000486,10096043,-2.130115,BLCA
ACH-000489,6450816,1.764676,COAD/READ
ACH-000861,11404337,-2.536263,LUAD
ACH-000287,5329102,1.411194,DLBC
ACH-000535,11338033,-0.275993,PAAD
ACH-000953,5311510,1.396915,ALL
